x,y
1409.3945,675.4862
649.93414,416.65005
493.49384,1145.452
317.1844,733.12946
1039.6498,718.1132
1452.3215,713.8686
1385.6277,153.1287
789.77094,1.9301813
187.43474,38.71117
1077.4623,597.57166
1460.5719,930.8563
1.9020739,179.62303
55.98769,1173.2039
269.61133,847.9574
462.40088,1090.1893
1490.1465,47.928345
461.2209,1064.005
813.7177,186.34793
1245.6936,912.71185
1353.2432,737.9951
1284.765,491.47922
1598.2614,197.84332
1427.4658,685.4881
763.85394,782.1403
181.39418,735.57733
1015.38904,523.1816
503.27332,916.6286
1425.3176,348.39676
660.7684,810.59045
462.99332,15.089238
355.49454,180.74562
873.01373,437.89786
1372.5536,231.73277
1133.462,510.3526
950.74945,68.35404
362.48587,852.30945
1185.7319,1006.9832
952.24835,154.97905
587.5918,1103.4427
138.3651,533.6214
1396.0477,361.10822
763.53235,355.57465
988.9551,1197.6729
904.80225,1.8459742
1084.7605,502.74478
1212.9545,697.062
1099.5973,940.0631
1246.4155,181.80559
1171.7408,398.50458
294.28864,493.93765
701.68353,286.68387
214.22273,577.7801
897.0908,66.385666
1347.0245,725.1211
210.34142,10.260031
887.495,1146.1393
354.65765,321.40378
1539.0214,401.97763
1328.1077,619.5338
624.6236,449.89273
593.61035,1149.1642
34.291615,532.4149
1183.9435,1075.405
871.7908,41.85386
1330.9731,801.2438
684.922,303.98373
282.8971,381.51273
810.2784,108.15821
1437.9617,1197.5701
1010.77795,298.98376
349.45114,625.13947
1408.3658,880.2663
1011.5444,1122.7822
636.1989,600.06213
542.8256,521.9191
185.89789,578.5278
256.48724,821.496
737.22754,1081.3094
1069.9855,89.94152
497.8792,846.31616
722.9301,493.15543
1095.2654,1102.039
735.9415,881.3341
1541.8076,338.8718
1222.9521,1123.4386
1451.9219,25.969957
780.9323,25.00525
958.4845,923.0229
849.5513,1138.6464
342.5958,695.5971
537.6715,792.3355
1507.0629,463.7818
932.5639,269.11093
1297.6189,716.1771
1474.7772,941.252
799.22577,225.81181
3.0456505,1.2745091
76.47082,273.49133
1322.7748,710.56146
1513.3008,620.644
81.35635,1142.0099
670.36053,721.67267
80.4385,146.25645
794.4098,345.9914
83.63235,1077.6345
1490.027,376.56998
1557.4454,414.0668
781.0757,86.74278
71.508705,139.99918
575.0801,1079.1022
1298.6931,1165.9557
1596.1965,1116.1099
1327.886,560.664
1497.5793,526.5491
1154.4847,1166.9742
778.5626,870.93787
311.72244,156.34375
634.20526,15.287682
959.54974,1056.1803
1340.3008,558.75653
173.08377,681.5134
1097.872,894.2686
1367.4084,479.50787
1002.1782,421.0413
85.54567,1071.3074
94.50851,1080.7556
1006.94586,1193.9248
492.76385,564.28204
626.10913,116.594826
375.17047,176.93396
967.78894,304.91437
220.54465,160.43643
980.02344,927.54596
1357.4985,559.33746
188.55185,383.47925
1063.6072,1066.3828
323.83887,688.72327
937.0851,157.5277
143.0032,863.9932
635.44446,808.58704
1075.921,177.2083
1059.3608,213.64105
65.98748,1141.5542
1574.1802,1159.5348
610.1245,88.353874
919.9785,1171.0217
554.1294,863.3022
740.511,850.9102
556.50183,100.89759
1363.8282,445.2037
740.4799,838.03613
2.17606,619.7375
256.13446,14.113908
1141.9156,900.4684
1476.1451,123.38699
1095.9578,271.47263
530.1062,257.77646
885.2912,721.6478
1262.8716,1166.2566
187.89088,518.06274
637.4176,814.1807
857.7679,519.904
341.86728,918.1815
1468.4156,232.14279
1298.4031,726.8029
692.67847,974.91614
558.91925,742.7554
895.3209,292.6509
1166.9956,133.0277
1380.0931,515.7077
447.88425,85.27681
1206.5115,18.975422
482.20007,1166.4465
248.02391,466.88007
393.92432,178.77881
5.0227027,735.11127
1034.2433,1010.9385
769.025,200.97095
107.51036,380.92957
1160.0292,705.0395
942.1199,1032.603
474.9096,838.23413
973.5502,1102.7821
1144.5814,755.8724
877.961,616.17194
416.79315,16.331594
1026.918,594.91907
1075.7228,77.150986
24.317915,860.55457
535.25946,800.24927
1414.1276,830.6517
936.3278,392.8807
1394.2883,1053.194
755.4994,610.4969
1291.8345,584.6753
1070.1901,2.24067
968.5826,129.85649
43.704,225.52924
619.5256,854.4516
921.52374,806.4874
550.64606,885.5334
1171.3143,259.81924
200.52507,856.0299
50.977768,797.4599
412.7415,388.80594
591.9833,1127.4542
763.8851,1152.9806
1180.9847,1080.7557
1383.6833,872.0895
1243.0021,234.48572
320.54428,382.34412
1162.6948,14.177814
207.67958,470.2877
1455.033,632.8526
819.5212,1169.9717
1121.5771,1182.6592
1201.5405,520.3023
932.2254,403.20438
648.744,1045.4305
25.981188,620.99225
1043.9828,934.5005
1069.9817,680.9164
803.25476,841.0343
431.5618,352.4454
994.5372,615.42737
1487.0962,907.02814
537.1591,451.24985
169.50186,1136.4885
351.52322,1112.375
286.5156,390.75864
102.06142,91.19837
1118.9945,266.9243
970.3855,281.4706
1207.5312,497.5154
634.9941,905.88635
1071.0305,256.82684
450.50708,683.54333
1124.5466,592.38617
1329.0997,485.8757
185.75798,1172.1755
1064.9341,86.98879
25.436476,603.03094
1309.9591,711.99054
221.90463,673.94714
377.8071,260.68878
1309.7842,1094.19
73.065765,126.027695
50.473877,29.448725
185.43475,767.57336
708.7808,1046.2156
158.23885,195.14658
1168.5459,457.50287
796.10034,934.01575
710.3289,674.166
564.8124,403.2265
754.4113,1003.5254
1434.3274,893.12695
1135.5194,532.54407
488.7168,1037.0836
1377.9412,1197.1788
531.27094,205.86609
409.39532,985.4689
1465.6117,157.59247
691.2826,385.65723
675.2513,283.14578
735.73267,820.19275
1414.665,763.88617
918.48096,1116.534
1335.5931,292.4785
286.60025,668.3099
664.55945,1.3708389
337.02292,572.0427
433.74594,1033.8218
1525.5793,375.9238
648.21436,239.10597
1386.5254,221.47
398.09106,770.998
749.50574,692.4962
473.9492,331.5616
1041.5222,247.49547
1012.9669,720.49384
1523.485,435.47888
347.38168,598.40314
459.47882,678.5598
198.05092,614.96466
469.8162,584.7257
822.2009,552.0987
751.8797,840.68384
507.03757,333.00952
1219.4032,1065.1888
1063.2805,931.78906
1427.9479,808.9487
422.77182,234.93019
334.44748,712.0524
1019.45374,957.81085
1528.4729,352.50577
661.4749,836.4002
923.0683,1050.9438
518.1937,354.30307
200.62459,1014.4556
629.79193,451.80588
991.5181,962.9596
917.54156,209.49619
54.90021,746.77734
310.1926,805.7635
504.92758,1132.0621
820.8991,504.911
1411.1202,810.2668
867.4476,1055.4487
1152.0153,519.5813
143.92662,995.7953
1529.4996,700.0102
1521.7817,657.24115
267.8883,453.78214
458.51013,792.9992
18.952044,5.5520883
739.6111,268.54895
36.538174,63.016663
1166.7084,662.66785
1323.9579,425.49985
1001.85645,480.68433
884.2186,1025.0923
1520.6044,1081.5051
659.44635,922.5112
995.46185,5.5736136
116.237144,459.17676
886.45,557.9156
1065.9103,978.78217
2.9372528,1066.2482
1303.8943,492.1666
1210.231,416.86597
299.19345,480.7581
1379.2004,1168.7778
491.11877,1151.295
1332.4225,216.49509
535.19763,333.18658
1481.9214,405.1023
606.00037,837.4905
1432.8896,315.49457
1173.505,639.98663
1146.9923,66.45652
526.94635,261.93082
69.2311,268.87167
796.46747,509.00568
1357.5024,1018.0164
435.22787,432.02805
346.95148,193.50308
1279.9052,945.7094
1189.0378,210.98315
41.51658,599.90216
396.44812,1050.1772
1492.2545,613.71704
230.94795,868.57556
1118.537,821.04834
561.9475,1163.0121
101.00045,344.9512
420.91806,724.7991
546.20404,544.1664
615.4719,1032.0415
342.25644,221.80704
1077.9962,104.41299
1081.9904,2.4981868
1471.571,83.82642
1306.505,379.47308
1033.0381,353.53464
387.78842,474.26807
507.9428,958.3968
613.84924,188.80345
945.11615,1069.6138
977.9859,1097.2668
663.43524,1151.9249
247.5524,886.9194
348.90976,798.89923
309.91977,555.46735
348.00882,733.5137
482.96533,957.47144
1472.5507,555.4983
716.5708,362.127
1464.0381,336.52762
1044.9955,652.51025
522.228,217.74231
561.09924,733.40784
989.36774,401.97714
1234.6366,1168.0609
511.7735,1076.8467
1374.3699,334.9528
683.49854,903.96826
1448.4883,1132.9818
1404.024,318.39722
1529.4238,184.03267
1216.3959,162.0398
1423.3824,450.09998
796.4851,203.11568
344.4814,1105.0999
443.2061,335.827
848.94,375.4666
963.4604,381.90652
1017.4465,842.01697
195.45444,796.9582
1030.0785,132.50981
731.8247,173.78938
40.56774,407.47003
270.38474,1186.0466
170.03806,799.34625
649.5339,1060.9996
1131.4922,875.9939
37.760807,665.1892
581.9829,1072.4772
1306.6594,345.95203
838.01447,1024.5151
493.46313,1003.9978
1098.5629,716.05536
814.51654,1125.962
461.9026,803.38794
479.02832,373.55222
924.9988,43.528805
757.56085,430.02478
1310.5499,684.00287
886.47174,12.963638
842.1157,1171.5034
716.5546,173.49123
1160.5187,770.9464
767.40967,777.98145
448.17465,1198.2124
416.96912,1030.4553
654.01544,1055.6125
982.377,786.94336
761.3968,663.93787
1041.9926,927.454
779.2924,270.20245
708.0126,729.3626
976.4714,873.9916
104.45079,907.964
1036.4542,296.0745
1082.9722,577.0
287.46933,523.037
1520.1028,240.58955
730.45825,819.8858
1278.811,156.76459
293.06522,49.443092
165.11444,1042.4885
976.9746,493.6169
1472.4802,474.04642
785.4954,496.98257
319.5705,399.07843
683.5143,1078.9335
1259.1512,198.47064
1294.2108,181.20818
389.50043,665.99603
111.960106,606.5867
1215.4645,971.9335
859.51917,215.03569
246.59476,328.03366
840.4135,1188.9633
1379.5404,1131.1193
241.53949,364.92847
1447.5878,288.92194
871.57556,584.89966
1150.9486,122.53671
1062.4435,473.06824
744.50757,861.00073
229.54129,914.09357
1043.0717,1001.4526
772.10895,1040.899
56.422245,1119.9808
663.52594,761.0712
183.05614,1161.537
1431.609,962.0376
1204.991,475.39636
1208.566,147.00383
512.0182,322.01678
925.9491,947.4677
1480.4935,966.9136
622.4956,89.058365
1184.9731,911.50134
1354.4563,769.97766
1455.0015,930.4332
1139.9733,492.5576
897.41235,455.00702
350.43268,831.51666
156.50528,629.88
283.54108,427.1322
193.06493,626.5456
605.57416,564.95996
300.90625,548.48395
429.97757,6.3865423
90.502396,763.99335
833.55084,951.08575
747.1209,363.47662
1163.9132,337.91107
650.92914,1115.4592
326.0025,958.6092
989.0264,1173.4774
1288.4924,669.0074
1136.5658,261.02512
110.47936,941.0007
875.4312,755.9467
809.98956,273.01517
441.50385,341.06622
501.5166,1023.9267
993.521,1179.9786
610.54407,635.97314
880.48755,7.0102544
115.77621,335.79904
1486.4657,1157.1078
1367.9242,1106.0189
110.50208,990.98944
732.94525,297.46423
312.47543,462.5067
1401.5077,1027.9965
1011.58044,319.9177
1085.1024,1149.5424
1207.4808,678.00745
1221.5398,702.9187
1550.541,1174.0319
630.03424,414.47983
1225.5164,512.07434
1288.977,32.032513
186.54742,634.5102
573.097,130.54095
900.5077,639.4725
462.58762,169.01663
664.4871,1191.5151
12.579453,1005.0311
88.530075,977.9848
778.0543,1092.0237
804.5149,673.05786
1141.5198,534.57587
1211.5159,999.01
469.39822,565.5792
553.3551,1060.5515
935.6557,606.51935
412.4502,440.0305
681.50916,100.57873
19.587877,67.58382
323.53317,576.494
137.00598,366.97983
1121.5609,109.47127
501.59262,780.4232
5.513917,12.529011
1422.973,527.4849
507.4862,51.498978
1286.4667,1118.4895
1591.5472,471.4492
506.52435,624.5908
227.9575,63.517918
1193.5376,1003.4788
709.5159,369.9614
1562.9591,1108.0869
34.49012,1098.4626
437.44305,1179.4838
1529.4279,782.59766
582.4522,1063.4755
148.4624,826.51154
89.533775,581.5154
762.602,409.61295
691.37726,274.39566
435.42264,818.4455
831.5155,1121.5054
546.5019,900.39655
1393.3871,27.440151
565.96686,159.0133
937.42255,505.52487
342.47806,744.4845
1132.598,722.6274
983.4759,77.59925
573.5565,30.544754
763.39264,689.59485
1296.9854,772.50836
1375.4509,480.4047
880.5145,166.4918
94.50438,18.515125
613.49603,353.59433
941.4612,292.5452
700.42206,693.39514
1124.499,141.42998
24.519396,97.40388
1268.5032,648.4944
1483.4956,562.9855
427.56836,458.4818
972.6086,893.5418
1536.5096,935.57935
1129.5203,545.6306
375.5483,541.5474
1497.4244,494.60672
76.40291,1130.385
359.617,1093.5491
636.4385,306.47104
1542.5076,13.586951
732.0379,490.5092
347.5294,516.45087
1192.424,1124.6223
443.41727,838.40826
817.36426,717.5194
467.51547,704.49615
745.60565,1002.5019
116.98973,994.48956
786.4525,918.4475
1377.6073,638.4359
280.49994,1022.4971
730.62573,454.53027
60.42215,194.42018
908.6161,611.4567
16.570457,586.5327
522.4927,1148.458
948.4716,237.46515
752.4697,1077.4684
1459.5057,883.53754
825.5382,1153.4282
1355.5236,483.41705
539.4897,1136.5531
951.5906,1018.4767
608.41437,489.5188
496.54242,984.48364
734.5124,473.52448
279.5131,431.50864
897.45087,414.3842
235.5954,904.4955
716.55444,946.5073
1162.6068,505.41333
568.9749,126.49336
634.5067,298.46704
558.42,270.43567
1418.6101,334.57974
545.5324,1124.4097
1580.5717,557.5263
285.591,1032.5638
1229.5063,857.4851
314.51807,240.51271
1126.3875,388.56042
268.43777,368.4358
1107.5186,391.46362
154.50827,177.5177
1005.4962,918.4374
1046.495,866.52515
1403.3955,1153.5026
692.62946,458.58688
1539.4722,729.4673
1055.4788,615.57697
775.44946,192.53032
670.5272,244.596
626.4245,1129.625
13.500219,370.41193
1082.4927,103.58827
343.59906,569.60254
1123.5297,748.422
984.56616,1170.4703
124.55322,171.49768
1449.4658,540.40643
232.5642,1029.4253
466.49338,351.52722
1148.3966,1161.4905
1094.6044,606.4085
182.53522,160.52203
349.48843,669.5768
1165.4865,832.46735
534.3672,885.4025
1053.3673,592.4533
1334.4722,241.48602
1053.5256,1121.4421
872.544,353.46237
1537.515,418.514
1041.493,473.47833
1070.4885,999.60626
309.49536,1170.4302
904.46515,140.52277
611.51556,290.42053
96.505646,124.46497
388.4049,176.4965
1598.621,48.49076
970.56335,547.3881
896.4021,110.44148
571.5086,336.48212
1277.5537,44.40395
500.5252,992.45514
1475.458,213.44109
687.4982,921.5097
926.5236,113.42411
1294.4325,274.5981
297.47058,387.4877
731.42255,779.5895
838.4295,587.5333
1387.4518,1078.4888
21.509985,57.546715
279.595,376.4515
63.445316,156.43599
1038.4525,271.63113
395.45184,542.4921
496.43976,827.55096
1177.4574,1106.4972
397.41284,1039.55
1485.4099,1097.5331
1591.5731,354.48257
6.4770193,1085.4573
1206.5288,1050.5177
822.4206,1031.564
517.5898,1155.5762
1444.5824,311.45273
1031.493,886.51654
1369.4946,517.4689
1270.4816,871.4606
55.422726,265.53674
471.59232,578.38666
1593.5865,388.46347
1295.5061,869.4256
643.4319,914.5328
35.43917,124.48572
576.49615,537.51984
1103.4648,419.4991
1589.5073,447.51266
31.479584,131.50899
1553.5223,829.4092
1192.3881,52.505356
1455.5376,844.4796
1380.46,6.540422
992.45746,497.5336
1373.4419,161.47545
1025.412,775.5256
131.42773,1071.5728
519.45306,612.5583
43.538292,908.4595
274.559,273.4403
1067.4388,1152.4768
360.54205,1107.6006
284.48615,915.48425
1007.4717,273.38583
553.42816,541.5685
689.52606,1053.4061
5.4686203,471.5525
1468.4596,524.5512
357.50916,508.5927
620.47144,274.56055
1186.5388,1024.4865
342.45355,1143.5098
1125.5258,133.475
1137.581,362.5484
1157.4707,1131.4724
1319.5741,385.59253
456.43094,634.5189
428.4561,802.62463
1487.5028,677.4824
536.4411,1012.5331
766.5194,153.49239
1196.5303,827.53217
1389.4498,947.4675
1383.501,381.5239
356.52362,283.4055
1563.4791,805.52405
383.47043,367.549
986.4456,145.58606
1005.58496,1049.4208
897.4198,1146.5391
503.51743,367.47507
1330.48,368.59988
948.4631,789.5199
1482.5636,618.51105
1468.4875,413.51782
469.5352,902.511
928.43115,495.4937
236.45514,302.50467
95.38901,32.58547
1188.4663,987.4992
1563.4149,702.52466
1381.5258,40.42759
63.484325,680.57764
374.4299,300.48676
1547.4661,466.50153
1493.4229,794.52313
1364.4939,160.48044
1394.5305,792.44934
115.48856,1047.5405
1122.4583,431.55524
99.43338,478.50266
884.44556,145.51633
78.53554,859.42896
67.55612,242.59099
1283.4731,886.53094
1217.5037,325.5638
855.561,1175.4739
456.46133,862.5249
947.502,218.54985
1568.5161,426.59772
47.509525,495.49176
1207.4722,686.5041
1516.5221,549.5641
278.42966,217.54468
1214.4484,1067.4635
1030.4851,1071.4703
920.49915,1110.4669
1219.5306,342.43564
16.51083,60.47452
616.56573,327.50543
1128.4993,192.44041
20.463478,585.554
478.50113,1022.51294
1415.4828,99.47921
1268.5912,371.5163
907.5056,45.44114
682.4962,918.425
1090.5094,805.51227
734.4511,156.50235
445.46155,1133.5327
1537.4607,600.4909
789.5179,936.4815
43.53886,288.5201
1462.4742,262.46817
1542.5017,450.47827
879.50525,767.5194
717.42334,327.49188
909.4761,261.53217
690.4759,583.49725
877.50287,995.49756
1332.5178,82.50727
1031.5488,387.46307
1415.5162,1171.5004
1325.5598,205.49132
722.5007,640.49084
1291.4927,772.5049
1161.498,486.58154
469.50308,1011.4838
696.47046,1167.468
1297.4673,783.53796
1485.5315,430.51047
572.4713,1.474635
1310.5024,1157.4851
1300.511,1155.4927
1076.5022,2.4899178
1418.5157,800.4857
567.5017,132.48132
1555.4951,1066.4938
103.500336,988.5127
