x,y
120.0,4.5
551.0869750976562,4.0
120.0,4.5
244.14736938476562,5.463158130645752
587.5454711914062,5.469696998596191
667.0,5.702127456665039
55.801368713378906,7.342465877532959
215.0,7.0
505.2537841796875,6.484848499298096
200.3169403076172,8.557376861572266
249.51422119140625,7.5630083084106445
405.5,8.0
484.90020751953125,8.61077880859375
703.0,9.0
45.72340393066406,9.808510780334473
91.38603210449219,10.619484901428223
200.9002685546875,10.6334228515625
5.671794891357422,12.687179565429688
630.6135864257812,13.241888046264648
204.58200073242188,14.147910118103027
457.8450012207031,13.5649995803833
626.3099365234375,13.520467758178711
182.0,15.0
278.0225830078125,15.029032707214355
413.5185241699219,15.0
537.0,15.0
277.70513916015625,15.051281929016113
567.0,16.382352828979492
87.25726318359375,16.516597747802734
209.29006958007812,17.488550186157227
562.4871215820312,17.840749740600586
584.0,19.346153259277344
431.0,20.0
399.484619140625,21.492307662963867
309.5638427734375,21.559921264648438
199.25640869140625,22.85897445678711
371.0,23.5
337.23773193359375,24.034313201904297
371.0,23.5
381.0,23.63809585571289
494.1600036621094,24.559999465942383
600.6666870117188,25.0
64.467529296875,26.441558837890625
579.2467041015625,25.643171310424805
109.67289733886719,26.943925857543945
142.17698669433594,27.0
293.8235168457031,27.28506851196289
458.0,28.0
509.4166564941406,28.0
529.0,28.0
519.0,29.0
331.0,30.478260040283203
338.0,30.0
718.5031127929688,30.089027404785156
44.71794891357422,31.0
184.0,31.34000015258789
498.5652160644531,32.30434799194336
619.0,31.0
324.6666564941406,32.0
315.5,32.51020431518555
202.4166717529297,34.0
239.0,34.0
416.5,34.0
498.46429443359375,32.78571319580078
226.98275756835938,36.965518951416016
505.0,35.0
93.79006958007812,36.496612548828125
300.5987548828125,36.03703689575195
248.61764526367188,37.44117736816406
305.3034362792969,37.43448257446289
703.73095703125,36.533634185791016
225.3643341064453,38.062015533447266
414.5,38.5
414.5,38.5
655.0,39.0
488.2634582519531,40.226627349853516
731.0,40.0
532.0,41.46666717529297
693.0,41.25
126.0,42.0
277.52239990234375,42.0
358.19659423828125,42.11538314819336
430.05633544921875,42.492958068847656
86.55555725097656,44.44444274902344
394.0,44.0
496.4954833984375,44.27927780151367
645.0,45.43037796020508
86.55555725097656,44.44444274902344
590.0,45.50505065917969
61.515464782714844,47.94845199584961
388.0,47.576087951660156
677.7999877929688,48.16666793823242
154.38095092773438,49.0
266.0,50.0
460.6153869628906,50.0
49.761905670166016,52.019046783447266
674.0,52.0
84.83978271484375,52.6574592590332
314.0,53.0
565.0,54.0
536.0463256835938,55.75
680.0,57.0
487.5,58.0
262.0,59.0
12.925169944763184,60.28571319580078
32.72077941894531,59.72402572631836
63.438255310058594,61.433414459228516
631.5,61.25531768798828
671.7177734375,61.196319580078125
122.0,62.632076263427734
395.1590881347656,64.0
277.0,65.23076629638672
562.3571166992188,64.57763671875
369.2488098144531,65.60286712646484
627.33935546875,67.5
627.33935546875,67.5
224.16757202148438,68.6378402709961
427.49322509765625,69.09502410888672
578.3404541015625,69.0
562.3648681640625,70.0
243.5,73.15093994140625
534.8571166992188,74.36904907226562
483.446044921875,76.0935287475586
409.0,76.57691955566406
642.0,78.71739196777344
188.51063537597656,80.13829803466797
313.0,80.0
341.0740661621094,80.0
482.4571533203125,79.17142486572266
291.5,81.0
494.0995788574219,80.88311767578125
43.5,82.27906799316406
209.7346954345703,82.0
133.0,83.0
283.0,83.0
723.6080932617188,82.9459457397461
107.67181396484375,84.00772094726562
345.0,84.46154022216797
163.79562377929688,84.79562377929688
316.0,85.50666809082031
372.87969970703125,87.481201171875
378.0,87.0
539.291748046875,88.40592193603516
733.7100219726562,88.1933364868164
138.6456298828125,89.208740234375
220.0,90.0
234.64515686035156,90.875
438.9718322753906,91.0
431.0,92.0
459.3846130371094,92.0
155.0,93.0
676.5573120117188,93.10399627685547
111.0,93.53658294677734
106.51020050048828,95.0
652.0,94.63999938964844
305.5251770019531,97.2446060180664
482.5555419921875,97.0
213.0,98.0
453.498046875,99.43216705322266
45.49541473388672,99.85321044921875
142.0,100.0
187.0,101.0
604.8826904296875,103.49382781982422
162.0,104.0
249.31893920898438,103.61870574951172
374.0,104.4795913696289
432.61187744140625,106.52054595947266
432.61187744140625,106.52054595947266
75.04109954833984,107.95890045166016
253.0,108.0
308.32000732421875,108.3550033569336
55.982757568359375,108.6551742553711
588.7142944335938,109.0
133.71142578125,110.37428283691406
260.65179443359375,109.97767639160156
527.0,109.5999984741211
207.0,111.0
349.9609069824219,110.55349731445312
143.0,112.0
365.81866455078125,112.48653411865234
420.0,112.0
335.0419006347656,113.405029296875
319.90411376953125,113.74885559082031
127.0,115.0
234.53201293945312,114.51724243164062
397.0,115.0
637.7142944335938,116.0621109008789
284.0,116.51612854003906
378.0,117.45613861083984
426.99761962890625,117.3895492553711
501.225341796875,117.05633544921875
